Country,series,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020
Latin America & Caribbean,tertiary,23.8176708221436,25.2762908935547,27.1014404296875,28.6692295074463,30.1274299621582,31.8272495269775,38.6138916015625,36.3547286987305,39.265079498291,40.250301361084,41.7594985961914,43.2492713928223,44.429859161377,45.4711112976074,47.1078109741211,48.3956489562988,50.3843383789062,51.7569198608398,52.4460487365723,53.3577194213867,54.8686599731445
Latin America & Caribbean,tertiary_female,25.7670402526856,27.2950191497803,29.3838195800781,31.1989707946777,32.8613395690918,34.7931289672852,42.713680267334,40.501091003418,43.8180084228516,45.2948799133301,46.9485702514648,48.682430267334,50.1114196777344,51.3348808288574,53.226261138916,54.5983505249023,56.9438400268555,58.6132698059082,59.5662803649902,60.8130187988281,63.2403602600098
Latin America & Caribbean,tertiary_male,21.8702697753906,23.2590293884277,24.8216705322266,26.1452007293701,27.4027900695801,28.8745594024658,34.5359687805176,32.2349395751953,34.7485809326172,35.2543792724609,36.6310997009277,37.8918304443359,38.8389282226562,39.711368560791,41.1029510498047,42.2983283996582,43.971378326416,45.056568145752,45.5169906616211,46.0976600646973,46.7835006713867
"Middle East, North Africa, Afghanistan & Pakistan",primary,81.6360168457031,82.1723785400391,85.4851226806641,87.835578918457,89.8461380004883,90.0650177001953,89.3588027954102,90.2111282348633,90.2114562988281,90.0345687866211,90.8270492553711,89.3950119018555,90.349983215332,89.1839981079102,89.1339874267578,88.7086563110352,90.1161422729492,89.8634033203125,91.0566864013672,91.8066787719727,92.2091598510742
"Middle East, North Africa, Afghanistan & Pakistan",primary_female,73.5991897583008,74.3718872070312,77.538459777832,80.482048034668,81.4969024658203,83.1373977661133,83.0524291992188,84.4511184692383,84.7155609130859,84.7839202880859,85.6047973632812,84.3953704833984,85.7546997070312,84.7892837524414,84.6228103637695,84.2598876953125,85.6565399169922,85.4988632202148,86.2686767578125,87.5190124511719,87.9372711181641
"Middle East, North Africa, Afghanistan & Pakistan",primary_male,89.230110168457,89.5363616943359,92.9815902709961,94.7650680541992,97.7056579589844,96.5839691162109,95.2919387817383,95.6294784545898,95.3851165771484,94.9835968017578,95.7525634765625,94.1135025024414,94.6921768188477,93.3411865234375,93.4069671630859,92.9269332885742,94.3462219238281,94.006706237793,95.6059265136719,95.885856628418,96.2761535644531
"Middle East, North Africa, Afghanistan & Pakistan",secondary,50.2143783569336,50.4005889892578,50.4098815917969,50.7011184692383,51.7388687133789,51.4207801818848,53.4668083190918,53.3521614074707,53.9880104064941,54.9664688110352,55.212589263916,56.6907615661621,57.1146392822266,55.8841400146484,56.3870697021484,57.3701782226562,58.2178192138672,58.3111190795898,59.3685111999512,60.1695289611816,60.7267608642578
"Middle East, North Africa, Afghanistan & Pakistan",secondary_female,46.2440986633301,46.6951484680176,47.1025695800781,47.8145904541016,48.8658218383789,48.9622802734375,50.9403991699219,50.944751739502,51.2119216918945,52.2615699768066,52.1970100402832,53.5247993469238,53.5537109375,52.0718307495117,53.0181198120117,53.8907585144043,54.9065208435059,55.0110015869141,56.3839988708496,57.3141708374023,57.9312705993652
"Middle East, North Africa, Afghanistan & Pakistan",secondary_male,53.9787406921387,53.9108581542969,53.5396499633789,53.4285697937012,54.4437103271484,53.7279281616211,55.8316192626953,55.6021614074707,56.5848083496094,57.4981384277344,58.0367393493652,59.6579399108887,60.4610214233398,59.4739685058594,59.5642013549805,60.6552085876465,61.3469200134277,61.4325103759766,62.1939811706543,62.8768005371094,63.3805999755859
"Middle East, North Africa, Afghanistan & Pakistan",tertiary,13.556619644165,13.9357404708862,14.1848001480103,14.3840999603272,15.3665399551392,16.4484596252441,17.0407199859619,18.2272891998291,19.4375705718994,20.1668605804443,21.461669921875,21.9487991333008,23.6090698242188,24.6868095397949,26.2296390533447,27.3493404388428,27.0987300872803,27.2971000671387,27.1299304962158,27.9685897827148,28.3051891326904
"Middle East, North Africa, Afghanistan & Pakistan",tertiary_female,12.7742900848389,13.3735504150391,13.8648300170898,14.4425601959228,15.3806295394897,16.6329402923584,17.4537601470947,18.5128192901611,20.3561496734619,20.8137607574463,21.9949893951416,22.6371307373047,24.2461700439453,25.056209564209,26.5790405273438,27.3423900604248,27.3845596313477,27.428840637207,27.5954303741455,28.7565402984619,29.1186408996582
"Middle East, North Africa, Afghanistan & Pakistan",tertiary_male,14.275110244751,14.4536504745483,14.4804000854492,14.3299198150635,15.3534898757935,16.2777595520019,16.6590900421143,17.9637699127197,18.5901699066162,19.5717601776123,20.9709892272949,21.3151702880859,23.0214500427246,24.3455009460449,25.9064102172852,27.355770111084,26.8332004547119,27.1741409301758,26.6941795349121,27.2290000915527,27.5415992736816
South Asia,primary,98.6156616210938,96.9547424316406,97.6312637329102,104.661209106445,106.247352600098,107.856147766113,109.757987976074,111.125106811523,111.084480285645,110.484977722168,110.696907043457,109.978492736816,111.911849975586,113.485366821289,111.840263366699,112.902671813965,118.426078796387,117.016357421875,102.812812805176,101.631233215332,103.280586242676
South Asia,primary_female,90.7817611694336,89.8244705200195,91.4004211425781,103.012718200684,104.827087402344,106.614097595215,108.712730407715,110.277618408203,111.527122497559,111.493598937988,111.635032653809,110.736312866211,112.880928039551,118.245338439941,116.499183654785,117.874382019043,125.894309997559,123.896423339844,103.795127868652,102.679130554199,104.399757385254
South Asia,primary_male,105.863059997559,103.536903381348,103.367172241211,106.175071716309,107.548789978027,108.992553710938,110.713470458984,111.899429321289,110.68009185791,109.56339263916,109.839698791504,109.279220581055,111.017311096191,109.091049194336,107.539199829102,108.312271118164,111.530349731445,110.663162231445,101.906433105469,100.665252685547,102.249938964844
South Asia,secondary,47.5083808898926,47.4841194152832,49.3626518249512,51.5610618591309,52.7400093078613,54.9015197753906,55.623348236084,57.7001304626465,60.2229614257812,59.9533882141113,63.2981491088867,65.2862091064453,67.8703536987305,68.1029891967773,72.9314117431641,72.9351806640625,74.687141418457,73.4670028686523,75.0400314331055,74.9521636962891,77.0081481933594
South Asia,secondary_female,40.5729293823242,40.8564796447754,43.2442016601562,46.8258094787598,47.6684112548828,50.1592597961426,51.1434783935547,53.7980499267578,57.021728515625,57.7675285339355,61.3690986633301,63.5410003662109,66.3012619018555,68.1774368286133,73.1499404907227,73.1828765869141,74.9855804443359,73.732780456543,75.2186279296875,75.2787170410156,76.702880859375
South Asia,secondary_male,53.9573287963867,53.6548805236816,55.0567817687988,55.9646492004395,57.4509315490723,59.2994194030762,59.7690696716309,61.3017196655273,63.1694297790527,61.9600715637207,65.0650787353516,66.897331237793,69.3172912597656,68.0343475341797,72.7299270629883,72.7067718505859,74.4118423461914,73.2217025756836,74.8747100830078,74.6493835449219,77.2911834716797
South Asia,tertiary,9.22157001495361,9.43124008178711,9.87176036834717,10.3095397949219,10.5721397399902,10.4651298522949,11.3078498840332,12.8670997619629,14.7031297683716,15.8038501739502,17.6207408905029,21.8057098388672,23.1186695098877,22.6903400421143,24.041389465332,25.3642196655273,25.5159492492676,26.079870223999,26.8766307830811,27.6625595092773,28.2194099426269
South Asia,tertiary_female,7.15493011474609,7.48057985305786,7.88865995407104,8.12996006011963,8.3007698059082,8.50257015228271,9.31194972991943,10.4211397171021,11.946310043335,12.9097204208374,14.6814298629761,18.8380107879639,21.2051601409912,21.5296096801758,23.3754005432129,24.7449493408203,24.9898300170898,25.8752498626709,26.9306297302246,28.1575508117676,28.9023704528809
South Asia,tertiary_male,11.145489692688,11.2497797012329,11.7205495834351,12.3424501419067,12.6921195983887,12.2974395751953,13.1710596084595,15.1505403518677,17.2766799926758,18.5039100646973,20.3601303100586,24.5946197509766,24.912130355835,23.7743797302246,24.6612796783447,25.9389705657959,26.0030899047852,26.2690696716309,26.8265399932861,27.2016696929932,27.5806503295898
Sub-Saharan Africa,primary,79.4738082885742,81.3402481079102,83.4894866943359,85.9780197143555,87.9946899414062,90.3313522338867,92.0808029174805,92.9380798339844,94.1902084350586,94.5845794677734,94.4356536865234,95.7367477416992,96.5240173339844,96.5599136352539,96.1997222900391,94.6371231079102,94.8517684936523,95.3999404907227,96.1621475219727,97.0975570678711,97.9075698852539
Sub-Saharan Africa,primary_female,73.0617523193359,75.1246566772461,77.0870208740234,79.7613372802734,82.0270690917969,84.668571472168,86.9262771606445,88.210807800293,89.7540130615234,90.5469284057617,90.6984329223633,91.8487396240234,93.3054428100586,93.7149963378906,93.6550521850586,92.4328994750977,92.5473709106445,93.1984634399414,94.004997253418,95.1917495727539,96.1995086669922
Sub-Saharan Africa,primary_male,85.7908401489258,87.4623718261719,89.7938995361328,92.0982666015625,93.8676605224609,95.9030532836914,97.1519165039062,97.589111328125,98.554817199707,98.5559463500977,98.1104965209961,99.5589218139648,99.6873092651367,99.3543701171875,98.6988525390625,96.8013381958008,97.1134872436523,97.5598068237305,98.2779006958008,98.9664001464844,99.5822906494141
Sub-Saharan Africa,secondary,25.4356002807617,26.7454109191894,27.7354907989502,28.8454208374023,30.3758201599121,31.2892894744873,32.2884407043457,33.1736717224121,35.0536117553711,36.7800216674805,38.6372413635254,39.7799110412598,40.9930000305176,43.3622894287109,42.3408889770508,42.8760604858398,42.5216102600098,42.9023704528809,43.1964416503906,44.0328903198242,44.704761505127
Sub-Saharan Africa,secondary_female,22.6744499206543,23.7513294219971,24.2899494171143,25.3840808868408,26.6784706115723,27.6153392791748,28.4737796783447,29.0900192260742,31.1681404113769,32.9982681274414,34.9334907531738,36.1298713684082,37.7216110229492,40.2503395080566,39.3387718200684,39.976261138916,39.7697906494141,40.371768951416,40.8560485839844,41.8325309753418,42.7530403137207
Sub-Saharan Africa,secondary_male,28.1681308746338,29.7080307006836,31.1441307067871,32.2680892944336,34.0304183959961,34.9188613891602,36.0551490783691,37.2037010192871,38.8862113952637,40.5082511901855,42.2871513366699,43.3745613098145,44.2126197814941,46.4232292175293,45.2920608520508,45.7251205444336,45.2237510681152,45.3874015808105,45.4945487976074,46.1937217712402,46.6213188171387
Sub-Saharan Africa,tertiary,4.38447999954224,4.7371997833252,5.08393001556396,5.46747016906738,5.72870016098022,6.05515003204346,6.24377012252808,6.42028999328613,6.74998998641968,7.13790988922119,7.58255004882812,7.91926002502441,8.23978996276855,8.56149959564209,8.72679042816162,8.83660984039307,8.84762001037598,8.98320960998535,9.08197975158691,9.09492015838623,9.19791030883789
Sub-Saharan Africa,tertiary_female,3.59546995162964,3.86659002304077,4.1730899810791,4.44037008285522,4.70325994491577,4.99179983139038,5.20031976699829,5.34794998168945,5.58747005462646,5.9407000541687,6.29003000259399,6.48812007904053,6.87937021255493,7.20077991485596,7.33116006851196,7.47914981842041,7.55111980438232,7.71869993209839,7.87963008880615,7.95893001556396,8.0980396270752
Sub-Saharan Africa,tertiary_male,5.17976999282837,5.61231994628906,5.99749994277954,6.4949197769165,6.75323009490967,7.11676979064941,7.28551006317139,7.49032020568848,7.90936994552612,8.33090019226074,8.87022972106934,9.34358978271484,9.59259033203125,9.91392993927002,10.1129398345947,10.1831197738647,10.1313600540161,10.2351398468018,10.2715902328491,10.2185297012329,10.2852296829224
World,primary,99.119873046875,99.1644821166992,99.4441604614258,100.94140625,101.587272644043,101.717559814453,101.727363586426,102.686042785645,102.902557373047,102.711402893066,102.512619018555,102.36930847168,102.895118713379,102.981788635254,101.604377746582,100.999900817871,102.124237060547,101.750663757324,99.1445083618164,99.1449432373047,99.6324920654297
World,primary_female,95.1946105957031,95.4945602416992,95.8697891235352,98.3783187866211,99.0662078857422,99.3401489257812,99.5598068237305,100.632926940918,101.207778930664,101.206077575684,101.134399414062,100.949836730957,101.646003723145,102.623847961426,101.261238098145,100.754737854004,102.330017089844,101.83171081543,98.0726013183594,98.2283782958984,98.7319412231445
World,primary_male,102.818557739258,102.617828369141,102.80403137207,103.348747253418,103.948013305664,103.94213104248,103.754707336426,104.605682373047,104.487030029297,104.118896484375,103.801368713379,103.699478149414,104.065887451172,103.317451477051,101.926261901855,101.229881286621,101.931182861328,101.674606323242,100.150901794434,100.00594329834,100.479049682617
World,secondary,59.471851348877,60.2711296081543,61.6164588928223,62.3989791870117,63.4511299133301,64.4113006591797,65.3684387207031,66.8459777832031,68.3432464599609,69.3999710083008,70.9471435546875,71.9032669067383,72.7067337036133,74.0367202758789,74.9258728027344,74.9668884277344,75.1899871826172,74.9489288330078,75.54248046875,75.9502716064453,76.5068206787109
World,secondary_female,56.860279083252,57.7146911621094,59.2128295898438,60.4301910400391,61.512378692627,62.6939315795898,63.7244415283203,65.3435592651367,67.0329208374023,68.4285202026367,69.7701110839844,70.7247619628906,71.6249618530273,73.3740463256836,74.414909362793,74.425422668457,74.671012878418,74.3800277709961,75.0290069580078,75.4552917480469,75.8665008544922
World,secondary_male,61.9529418945312,62.6971817016602,63.8938598632812,64.2610168457031,65.2816696166992,66.0301284790039,66.9155120849609,68.2575836181641,69.572868347168,70.3106689453125,72.0493011474609,73.0086135864258,73.7208709716797,74.6576614379883,75.4044570922852,75.4740600585938,75.6761093139648,75.482048034668,76.0242767333984,76.4151611328125,77.1083374023438
World,tertiary,19.484260559082,20.3930397033691,21.6429405212402,22.7504901885986,23.6235904693604,24.3295593261719,25.7015895843506,26.303430557251,27.350980758667,28.2910709381104,29.5784606933594,31.1437301635742,32.3113899230957,33.0915985107422,35.5645713806152,36.6130981445312,37.1431999206543,37.4994316101074,37.8525314331055,38.6688690185547,39.7074089050293
World,tertiary_female,19.4301891326904,20.4217891693115,21.9138298034668,23.0677700042725,24.0899906158447,24.9528503417969,26.6233196258545,27.2599792480469,28.4158096313477,29.4342708587646,30.7454795837402,32.325309753418,33.8117294311523,34.8252487182617,37.5523986816406,38.6663017272949,39.3732490539551,39.8309898376465,40.3366508483887,41.417350769043,42.5671310424805
World,tertiary_male,19.5360507965088,20.3655204772949,21.3838596343994,22.4472599029541,23.178279876709,23.7352600097656,24.8239803314209,25.3936290740967,26.3396492004394,27.2074394226074,28.4739093780518,30.0246200561523,30.8929805755615,31.4556293487549,33.6915092468262,34.6807899475098,35.0478515625,35.3088798522949,35.5173683166504,36.0825500488281,37.0155715942383
